0 -155.15
1 -148.85
2 -133.75
3 -127.45
4 -112.35
5 -106.05
6 -90.95
7 -84.65
8 -69.55
9 -63.25
10 -47.25
11 -39.95
12 -23.95
13 -16.65
14 -0.65
15 6.65
16 22.65
17 29.95
18 45.95
19 53.25
20 70.85
21 79.95
22 97.55
23 106.65
24 124.25
25 133.35
26 150.95
27 160.05
