0 -126.8
1 -123.5
2 -109.2
3 -105.9
4 -91.6
5 -88.3
6 -74
7 -70.7
8 -56.4
9 -53.1
10 -38
11 -33.9
12 -18.8
13 -14.7
14 0.4
15 4.5
16 19.6
17 23.7
18 38.8
19 42.9
20 59.4
21 64.9
22 81.4
23 86.9
24 103.4
25 108.9
26 125.4
27 130.9
