4.35351,3.76251,0,
2.95364,0.926267,1,
3.20798,0.520071,2,
2.07243,0.4798,3,
2.43422,0.401002,4,
1.6407,0.397941,5,
1.91966,0.297074,6,
1.44909,0.391209,7,
1.64564,0.297822,8,
1.44967,0.361651,9,
1.51594,0.353658,10,
1.51078,0.537174,11,
1.5339,0.448395,12,
1.75078,0.775717,13,
1.6752,0.723871,14,
1.89904,0.969103,15,
1.9722,1.01248,16,
2.33555,1.1329,17,
2.34032,2.00564,18,
2.54289,2.00005,19,
2.7491,2.46577,20,
3.32744,3.2718,21,
3.33215,3.49108,22,
3.2727,3.2727,23,
4.2013,4.3526,24,
1e+07,1e+07,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
