2.03562,2.23185,0,
0.904125,0.839563,1,
0.6845,0.224643,2,
0.543716,0.25133,3,
0.6373,0.137028,4,
0.534694,0.197984,5,
0.527372,0.136943,6,
0.540054,0.197923,7,
0.508268,0.170012,8,
0.530164,0.213761,9,
0.502104,0.208586,10,
0.534611,0.255766,11,
0.507307,0.281558,12,
0.522903,0.380338,13,
0.615118,0.539205,14,
0.732712,0.733221,15,
0.980238,1.02559,16,
1.34147,1.423,17,
1.67609,1.67968,18,
2.19065,2.1949,19,
2.50505,2.50631,20,
2.8233,2.8459,21,
2.80209,2.79341,22,
2.93901,2.97437,23,
2.6637,2.6774,24,
3.0003,2.9503,25,
2.54518,2.54035,26,
1e+07,1e+07,27,
