4.43595,3.78388,0,
4.17364,3.2855,1,
2.77079,0.869244,2,
3.0224,0.589067,3,
2.00007,0.585326,4,
2.26146,0.372625,5,
1.59854,0.406628,6,
1.82634,0.349699,7,
1.42537,0.3525,8,
1.5415,0.309454,9,
1.45215,0.407476,10,
1.54286,0.369548,11,
1.48205,0.499837,12,
1.54993,0.497085,13,
1.68264,0.679917,14,
1.70349,0.607097,15,
1.99924,1.11715,16,
1.89974,1.09478,17,
2.25059,1.43035,18,
2.2676,1.78982,19,
2.58457,2.13714,20,
2.687,2.66817,21,
2.67148,3.01445,22,
2.92061,2.97748,23,
3.38135,3.34068,24,
3.69338,4.0235,25,
4.3539,4.51348,26,
4.44215,4.5281,27,
