2.0294,1.99313,0,
0.877767,0.8833,1,
0.76225,0.318375,2,
0.615963,0.289231,3,
0.56845,0.165211,4,
0.539375,0.208056,5,
0.539836,0.141573,6,
0.52815,0.198056,7,
0.548075,0.1642,8,
0.5312,0.233631,9,
0.506858,0.232153,10,
0.488558,0.308957,11,
0.514907,0.347315,12,
0.536778,0.354429,13,
0.602383,0.554767,14,
0.78139,0.78139,15,
1.02744,1.03355,16,
1.76415,1.84203,17,
1.92664,1.93832,18,
2.46865,2.47811,19,
2.6676,2.6676,20,
2.45934,2.44578,21,
2.82934,2.78223,22,
2.7454,2.7454,23,
2.47565,2.47565,24,
1e+07,1e+07,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
