0.6266,0.374356,0,
0.626096,0.302804,1,
0.593588,0.222314,2,
0.583697,0.185222,3,
0.57054,0.162366,4,
0.574737,0.160866,5,
0.556017,0.160352,6,
0.562017,0.169397,7,
0.54181,0.183881,8,
0.536538,0.191132,9,
0.509862,0.202384,10,
0.532555,0.265065,11,
0.525581,0.259878,12,
0.508342,0.310454,13,
0.5042,0.347359,14,
0.540255,0.36545,15,
0.591025,0.444562,16,
0.622433,0.484335,17,
0.642199,0.535951,18,
0.711479,0.585898,19,
0.74445,0.642829,20,
0.805023,0.739181,21,
0.854808,0.863142,22,
0.653033,0.7697,23,
0.77935,0.848008,24,
0.62205,0.62205,25,
0.69575,0.59575,26,
0.3183,0.4683,27,
