0.533575,0.41715,0,
0.581163,0.32465,1,
0.588475,0.22539,2,
0.590986,0.240575,3,
0.47712,0.12945,4,
0.52575,0.152271,5,
0.56006,0.150075,6,
0.510521,0.188978,7,
0.570443,0.176645,8,
0.531755,0.211485,9,
0.517568,0.199625,10,
0.541333,0.2498,11,
0.493969,0.281671,12,
0.4935,0.2685,13,
0.48372,0.365813,14,
0.489405,0.362132,15,
0.58931,0.479956,16,
0.614367,0.515517,17,
0.668341,0.725219,18,
0.60015,0.583433,19,
0.741575,0.733288,20,
0.700075,0.85015,21,
0.76225,0.86225,22,
0.515275,0.515275,23,
0.42075,0.39025,24,
1e+07,1e+07,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
