1.25995,1.39498,0,
0.733817,0.80145,1,
0.614342,0.349004,2,
0.544167,0.179643,3,
0.512727,0.207272,4,
0.595509,0.175023,5,
0.55051,0.221218,6,
0.520296,0.185276,7,
0.491882,0.243706,8,
0.488136,0.194598,9,
0.502094,0.238098,10,
0.487428,0.274385,11,
0.499576,0.30911,12,
0.569945,0.449921,13,
0.551105,0.537468,14,
0.82305,0.783527,15,
0.996015,1.09557,16,
1.36305,1.39007,17,
1.98624,2.03171,18,
2.34523,2.37697,19,
2.51157,2.52388,20,
2.79973,2.82978,21,
3.02628,3.04295,22,
2.8284,2.8284,23,
2.95635,2.95635,24,
2.3013,2.3013,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
