0.74035,0.570175,0,
0.47565,0.125217,1,
0.72101,0.243579,2,
0.633358,0.145468,3,
0.450975,0.214843,4,
0.38467,0.159169,5,
0.576683,0.167508,6,
0.49882,0.127756,7,
0.4915,0.283143,8,
0.483494,0.195586,9,
0.495514,0.215327,10,
0.531594,0.259341,11,
0.5406,0.2062,12,
0.4403,0.370257,13,
0.457975,0.349642,14,
0.515492,0.34185,15,
0.645769,0.47205,16,
0.713475,0.725975,17,
0.6722,0.6722,18,
0.851683,0.92101,19,
0.6013,0.5513,20,
0.71225,0.86225,21,
1.1049,1.6049,22,
0.85245,0.65245,23,
1e+07,1e+07,24,
1e+07,1e+07,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
