0.57695,0.488475,0,
0.486025,0.34441,1,
0.60519,0.241772,2,
0.59565,0.179708,3,
0.551411,0.190142,4,
0.577525,0.15202,5,
0.557809,0.189842,6,
0.535779,0.172748,7,
0.543373,0.172256,8,
0.519971,0.152643,9,
0.461322,0.207838,10,
0.51255,0.246879,11,
0.512814,0.260106,12,
0.466117,0.293729,13,
0.449714,0.306918,14,
0.500342,0.321004,15,
0.511805,0.389077,16,
0.615075,0.442964,17,
0.624455,0.517686,18,
0.64313,0.53626,19,
0.728119,0.670825,20,
0.82725,0.788625,21,
0.8928,0.928533,22,
0.62875,0.77875,23,
0.565275,0.63055,24,
0.82565,0.77565,25,
0.5366,0.5933,26,
0.3183,0.4683,27,
