0.604133,0.4104,0,
0.679893,0.332406,1,
0.593705,0.141312,2,
0.521854,0.191044,3,
0.606709,0.11619,4,
0.5752,0.173103,5,
0.536158,0.130678,6,
0.551473,0.180039,7,
0.533182,0.152342,8,
0.532511,0.191061,9,
0.517137,0.18964,10,
0.544198,0.23157,11,
0.524484,0.247,12,
0.506102,0.30134,13,
0.521598,0.338489,14,
0.53488,0.335153,15,
0.604811,0.467631,16,
0.586257,0.429693,17,
0.625419,0.495798,18,
0.696575,0.688813,19,
0.736315,0.64665,20,
0.786892,0.689279,21,
0.857712,1.14362,22,
0.783817,0.70145,23,
0.8428,0.8928,24,
0.397983,0.54395,25,
0.67745,0.67745,26,
1e+07,1e+07,27,
