3.91193,3.1974,0,
3.75278,1.68518,1,
2.34295,0.573734,2,
2.6781,0.397624,3,
1.83988,0.395868,4,
2.1053,0.324516,5,
1.54022,0.359782,6,
1.678,0.295764,7,
1.37635,0.331622,8,
1.53289,0.296051,9,
1.38995,0.397869,10,
1.50368,0.404566,11,
1.52522,0.498396,12,
1.59143,0.505848,13,
1.80821,0.752955,14,
1.83703,0.846588,15,
2.05881,1.12196,16,
2.05451,1.11644,17,
2.3324,1.91092,18,
2.2981,1.93381,19,
2.53056,2.51278,20,
2.90493,2.48498,21,
3.52628,3.17885,22,
3.7176,3.7676,23,
3.83373,3.86745,24,
3.32695,4.4039,25,
1e+07,1e+07,26,
1e+07,1e+07,27,
