1.66757,1.7518,0,
0.926142,0.855693,1,
0.688429,0.326882,2,
0.604162,0.194733,3,
0.58476,0.167707,4,
0.578774,0.164792,5,
0.561602,0.162769,6,
0.562793,0.170176,7,
0.541483,0.188743,8,
0.53702,0.19413,9,
0.512528,0.210025,10,
0.533108,0.286301,11,
0.533379,0.279686,12,
0.530933,0.375156,13,
0.572834,0.503964,14,
0.707424,0.681503,15,
0.829618,0.904972,16,
1.11777,1.21921,17,
1.44473,1.50787,18,
1.86318,1.91828,19,
2.20413,2.23285,20,
2.3643,2.36489,21,
2.74084,2.74764,22,
2.5884,2.557,23,
2.65664,2.62655,24,
2.6297,2.58985,25,
2.46845,2.41845,26,
2.11225,1.96225,27,
