0.614886,0.43084,0,
0.669807,0.382778,1,
0.591466,0.297604,2,
0.56396,0.287281,3,
0.542435,0.268192,4,
0.538908,0.283452,5,
0.52194,0.276723,6,
0.482669,0.289781,7,
0.47958,0.311203,8,
0.487966,0.32778,9,
0.496911,0.348768,10,
0.509208,0.393572,11,
0.538953,0.404707,12,
0.547296,0.44099,13,
0.599857,0.479158,14,
0.650659,0.53453,15,
0.695742,0.590395,16,
0.758558,0.609604,17,
0.782012,0.688361,18,
0.750903,0.684776,19,
0.80251,0.759719,20,
0.822421,0.7203,21,
0.776185,0.737407,22,
0.776207,0.88345,23,
0.780625,0.81125,24,
0.7379,0.9758,25,
0.53055,0.73055,26,
0.4866,0.6866,27,
