2.04525,1.8905,0,
1.45635,1.60635,1,
0.788717,0.76615,2,
0.589413,0.20085,3,
0.5748,0.238436,4,
0.589727,0.141662,5,
0.531933,0.190951,6,
0.547235,0.146369,7,
0.5266,0.221835,8,
0.509119,0.18613,9,
0.474025,0.259808,10,
0.510053,0.23906,11,
0.513704,0.286019,12,
0.487435,0.343682,13,
0.589009,0.391315,14,
0.634167,0.574318,15,
0.773073,0.731725,16,
1.0217,1.07387,17,
1.43184,1.50118,18,
1.79614,1.82017,19,
2.31959,2.3198,20,
2.45557,2.463,21,
2.90281,2.90234,22,
2.90788,2.92192,23,
2.88965,2.88965,24,
2.84885,2.8477,25,
2.92875,2.92875,26,
2.49885,2.34885,27,
